StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,Consent6,ProlificID,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast,YearsLivedCountry,PROLIFIC_PID,counter
2023-06-27 10:37:48,2023-06-27 10:44:35,IP Address,100,407,True,2023-06-27 10:44:36,R_cFKqlkg0kLGfrQR,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6488a8c0293d8549cabccc99,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",4,5,6,Very inaccurate (1),Very accurate (7),4,5,2,Very inaccurate (1),3,Very inaccurate (1),4,Very inaccurate (1),4,6,Very inaccurate (1),6,4,4,2,Very inaccurate (1),Very inaccurate (1),4,4,Strongly disagree,1 - Not at all religious,Very strongly agree,Very strongly disagree,Very strongly disagree,Strongly agree,Strongly agree,Very strongly disagree,Masters degree,8,4,Strongly agree (7),0,52,,Bagel and coffee,60,6488a8c0293d8549cabccc99,8
2023-06-27 10:35:30,2023-06-27 10:44:36,IP Address,100,546,True,2023-06-27 10:44:37,R_3KHBAm52NUqaruJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63403b47287756c1978d2985,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,4 - Neutral,5 - Slightly favour,5 - Slightly favour,"85
|
|
50","96
|
|
41","76
|
|
89","76
|
|
36","69
|
|
81","93
|
|
68","85
|
|
75","98
|
|
93","69
|
|
89","94
|
|
89","89
|
|
81","81
|
|
94","88
|
|
63","93
|
|
93","99
|
|
56",5,6,Very accurate (7),3,Very accurate (7),Very accurate (7),5,4,3,Very accurate (7),4,6,4,6,Very accurate (7),2,4,5,6,5,4,5,3,5,Somewhat agree,4,Strongly disagree,Very strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Completed university,4,2,Strongly disagree (1),19,52,,Cappuchino with croissant,26,63403b47287756c1978d2985,8
2023-06-27 10:37:25,2023-06-27 10:44:53,IP Address,100,447,True,2023-06-27 10:44:55,R_eJNeguhnTgYK7V7,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6273173c798a3e4be8c46e30,4 - Neutral,3 - Slightly oppose,4 - Neutral,5 - Slightly favour,4 - Neutral,5 - Slightly favour,4 - Neutral,4 - Neutral,"85
|
|
76","96
|
|
41","85
|
|
85","72
|
|
47","81
|
|
69","89
|
|
76","89
|
|
69","99
|
|
91","94
|
|
74","99
|
|
74","93
|
|
78","100
|
|
90","94
|
|
56","96
|
|
91","93
|
|
88",Very inaccurate (1),4,4,4,6,2,6,6,4,3,2,4,4,4,4,3,2,4,6,3,4,4,3,4,Neutral,1 - Not at all religious,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Very strongly agree,Strongly agree,Diploma / other professional certificate,3,3,4,50,52,,eggs,46,6273173c798a3e4be8c46e30,8
2023-06-27 10:35:43,2023-06-27 10:45:18,IP Address,100,575,True,2023-06-27 10:45:19,R_1jVA7sPCnno5dJr,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62ef104b5e9352c2ead31fde,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,7 - Strongly favour,4 - Neutral,5 - Slightly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","96
|
|
56","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","90
|
|
100",2,3,3,2,6,3,5,4,2,2,5,3,2,3,6,Very inaccurate (1),3,3,5,4,3,6,2,2,Strongly disagree,1 - Not at all religious,Very strongly disagree,Very strongly disagree,Very strongly disagree,Strongly agree,Slightly disagree,Slightly disagree,Completed university,6,Strongly disagree (1),5,50,52,,pepsi zero sugar,59,62ef104b5e9352c2ead31fde,8
2023-06-27 10:36:39,2023-06-27 10:45:29,IP Address,100,529,True,2023-06-27 10:45:31,R_b3gQQZ3uk8hamCR,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63f78ac7f848808e761fbb0f,4 - Neutral,4 - Neutral,4 - Neutral,5 - Slightly favour,3 - Slightly oppose,2 - Somewhat oppose,5 - Slightly favour,6 - Somewhat favour,"85
|
|
15",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",6,6,6,Very inaccurate (1),Very accurate (7),2,5,2,2,6,Very inaccurate (1),5,2,6,6,Very inaccurate (1),5,4,Very inaccurate (1),2,Very inaccurate (1),2,5,4,Strongly agree,4,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Very strongly disagree,Strongly agree,Masters degree,6,3,3,45,52,,"French fries ",33,63f78ac7f848808e761fbb0f,8
2023-06-27 10:38:04,2023-06-27 10:45:44,IP Address,100,459,True,2023-06-27 10:45:45,R_294VIHNTP0mkRTd,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e00fbbf5777b5cea2d27c6a,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Neutral,2,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Completed university,5,4,4,49,52,,I enjoyed a bowl of oatmeal with fresh fruits and a cup of coffee for breakfast this morning.,19,5e00fbbf5777b5cea2d27c6a,8
2023-06-27 10:35:51,2023-06-27 10:45:51,IP Address,100,600,True,2023-06-27 10:45:52,R_WqRE7Mf2zARpOox,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5cd6c1197b871a0001b13589,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very accurate (7),Very accurate (7),Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Neutral,1 - Not at all religious,Very strongly disagree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Diploma / other professional certificate,3,4,5,51,52,,coffee,62,5cd6c1197b871a0001b13589,8
2023-06-27 10:37:26,2023-06-27 10:45:53,IP Address,100,506,True,2023-06-27 10:45:54,R_tMNkWbswHN0Dz2h,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5b1505b69663ee0001463400,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,6 - Somewhat favour,5 - Slightly favour,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","85
|
|
75","100
|
|
90","100
|
|
70","100
|
|
70","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","95
|
|
75",3,Very accurate (7),5,3,Very accurate (7),2,3,3,4,Very accurate (7),3,6,Very inaccurate (1),4,Very accurate (7),3,5,4,5,3,4,Very inaccurate (1),4,Very accurate (7),Strongly agree,5 - Very religious,Neither agree nor disagree,Somewhat agree,Very strongly agree,Very strongly disagree,Very strongly agree,Very strongly agree,Diploma / other professional certificate,1,2,Strongly agree (7),67,52,,Two eye of round steaks and two slices of garlic bread with a glass of sweetened tea.,36,5b1505b69663ee0001463400,8
2023-06-27 10:35:51,2023-06-27 10:46:01,IP Address,100,609,True,2023-06-27 10:46:02,R_2dvk4ARqBqltToU,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6425da2ae14ac64b0138c3cb,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","90
|
|
100",3,Very accurate (7),3,2,6,Very inaccurate (1),2,2,2,6,Very inaccurate (1),4,2,Very accurate (7),5,2,Very inaccurate (1),3,5,Very inaccurate (1),Very inaccurate (1),2,4,4,Strongly disagree,1 - Not at all religious,Somewhat agree,Very strongly disagree,Very strongly disagree,Slightly agree,Somewhat agree,Strongly disagree,Completed university,4,2,6,26,52,,This morning I had a bowl of granola and a cup of coffee for breakfast.,39,6425da2ae14ac64b0138c3cb,8
2023-06-27 10:41:04,2023-06-27 10:47:43,IP Address,100,399,True,2023-06-27 10:47:44,R_1HknSdbHHcrdbtP,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62e7357284e65421d8f8b10f,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,Very inaccurate (1),Very accurate (7),Very inaccurate (1),6,5,6,6,2,Very accurate (7),Very inaccurate (1),6,Very inaccurate (1),3,5,2,Very accurate (7),Very inaccurate (1),6,5,4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Strongly disagree,1 - Not at all religious,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Completed university,7,2,2,56,52,,COFFEE,23,62e7357284e65421d8f8b10f,8
2023-06-27 10:37:35,2023-06-27 10:47:57,IP Address,100,622,True,2023-06-27 10:47:58,R_DdTjRFXKqhROM6J,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60bc8860d04f4ac80d319a5c,2 - Somewhat oppose,1 - Strongly oppose,6 - Somewhat favour,6 - Somewhat favour,3 - Slightly oppose,1 - Strongly oppose,5 - Slightly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","100
|
|
70","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",2,5,6,4,6,2,4,3,2,5,2,4,Very inaccurate (1),4,3,5,3,Very inaccurate (1),5,3,Very inaccurate (1),2,3,4,Neutral,2,Neither agree nor disagree,Very strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Completed university,6,2,6,31,52,,cereal and a banana,73,60bc8860d04f4ac80d319a5c,8
2023-06-27 10:39:33,2023-06-27 10:48:02,IP Address,100,508,True,2023-06-27 10:48:03,R_2TMYXxVeuZHq9xU,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,55b9a9b0fdf99b6906d2aba4,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","70
|
|
100","95
|
|
95","100
|
|
70","90
|
|
100","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",2,Very accurate (7),6,Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,Very accurate (7),Very inaccurate (1),Very accurate (7),2,5,Very inaccurate (1),Very inaccurate (1),2,2,2,Strongly disagree,2,Very strongly disagree,Somewhat disagree,Very strongly disagree,Strongly agree,Slightly disagree,Somewhat agree,High School,4,2,2,81,52,,oatmeal,67,55b9a9b0fdf99b6906d2aba4,8
2023-06-27 10:37:05,2023-06-27 10:48:29,IP Address,100,683,True,2023-06-27 10:48:30,R_3e2DrdRDyNBslnL,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,640266a614e4080b6cf0deac,1 - Strongly oppose,2 - Somewhat oppose,5 - Slightly favour,1 - Strongly oppose,1 - Strongly oppose,2 - Somewhat oppose,1 - Strongly oppose,2 - Somewhat oppose,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","75
|
|
75","87
|
|
81","81
|
|
81","95
|
|
95","75
|
|
85","95
|
|
85","89
|
|
81","75
|
|
95","75
|
|
75","89
|
|
94","96
|
|
69",Very accurate (7),Very inaccurate (1),Very inaccurate (1),6,Very accurate (7),Very inaccurate (1),2,6,5,6,Very accurate (7),5,Very inaccurate (1),6,6,Very accurate (7),2,6,6,Very accurate (7),6,5,Very accurate (7),Very accurate (7),Strongly agree,5 - Very religious,Strongly agree,Very strongly agree,Strongly agree,Somewhat agree,Very strongly agree,Strongly agree,Completed university,5,2,Strongly agree (7),95,52,,Noodles,2,640266a614e4080b6cf0deac,8
2023-06-27 10:37:13,2023-06-27 10:48:34,IP Address,100,680,True,2023-06-27 10:48:35,R_BqYCEc0155S4iZj,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6291861f8937c6bd60637cf8,5 - Slightly favour,4 - Neutral,6 - Somewhat favour,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","90
|
|
100","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",4,5,2,2,6,5,4,5,3,6,3,4,2,3,6,2,Very accurate (7),Very inaccurate (1),4,5,3,3,Very inaccurate (1),5,Slightly agree,4,Slightly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Very strongly agree,High School,5,Strongly disagree (1),5,99,52,,rice,33,6291861f8937c6bd60637cf8,8
2023-06-27 10:38:48,2023-06-27 10:48:43,IP Address,100,594,True,2023-06-27 10:48:43,R_1oqitOABjsy9zJp,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,64601d5bf3f4d849a794097c,3 - Slightly oppose,3 - Slightly oppose,4 - Neutral,3 - Slightly oppose,3 - Slightly oppose,3 - Slightly oppose,3 - Slightly oppose,3 - Slightly oppose,"85
|
|
24","98
|
|
46","81
|
|
87","81
|
|
26","88
|
|
63","94
|
|
63","89
|
|
69","95
|
|
95","88
|
|
78","99
|
|
74","93
|
|
78","94
|
|
91","94
|
|
56","93
|
|
93","94
|
|
81",3,4,6,2,6,5,3,3,3,Very accurate (7),4,6,5,4,5,3,4,3,5,5,3,5,5,3,Slightly disagree,4,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Masters degree,7,2,2,13,52,,Sandwich,48,64601d5bf3f4d849a794097c,8
2023-06-27 10:39:35,2023-06-27 10:49:06,IP Address,100,570,True,2023-06-27 10:49:07,R_T15S20L2rYOps65,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,614f6bad672ef7cf5ecfd965,2 - Somewhat oppose,1 - Strongly oppose,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,4 - Neutral,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",3,5,6,3,5,2,3,3,2,6,2,3,3,5,4,3,4,3,3,3,2,2,3,3,Neutral,3,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Slightly agree,Somewhat disagree,Diploma / other professional certificate,4,2,5,51,52,,nothing,65,614f6bad672ef7cf5ecfd965,8
2023-06-27 10:37:57,2023-06-27 10:49:12,IP Address,100,674,True,2023-06-27 10:49:12,R_28UTAmOuoovQs8o,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,64030a235d97fa8a27962647,4 - Neutral,2 - Somewhat oppose,4 - Neutral,6 - Somewhat favour,1 - Strongly oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
15",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",5,6,6,2,6,4,Very inaccurate (1),2,Very inaccurate (1),6,2,5,2,5,5,Very inaccurate (1),3,2,2,Very inaccurate (1),2,2,4,4,Somewhat agree,5 - Very religious,Strongly disagree,Very strongly agree,Strongly agree,Strongly disagree,Very strongly disagree,Strongly agree,Masters degree,6,2,2,24,52,,Pizza,34,64030a235d97fa8a27962647,8
2023-06-27 10:40:51,2023-06-27 10:49:20,IP Address,100,509,True,2023-06-27 10:49:21,R_1GEpDvR3wbXojGe,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f636ecb4ea0bf03d640028f,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"81
|
|
87","63
|
|
68","88
|
|
63","93
|
|
68","85
|
|
75","94
|
|
96","100
|
|
70","100
|
|
70","70
|
|
100","100
|
|
90","100
|
|
50","100
|
|
90","95
|
|
75",5,Very accurate (7),6,4,6,4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),6,Very inaccurate (1),Very accurate (7),6,Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,6,Strongly agree,5 - Very religious,Very strongly disagree,Very strongly agree,Very strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Completed university,5,Strongly disagree (1),Strongly agree (7),3,52,,Oatmeal,34,5f636ecb4ea0bf03d640028f,8
2023-06-27 10:37:04,2023-06-27 10:49:45,IP Address,100,761,True,2023-06-27 10:49:46,R_1dLxYts8sNt0s8H,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,648a18701640913de29ef479,3 - Slightly oppose,1 - Strongly oppose,5 - Slightly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
68",100||50,"63
|
|
94","63
|
|
68","81
|
|
69","85
|
|
85","85
|
|
75","94
|
|
96","100
|
|
70","96
|
|
81","100
|
|
70","94
|
|
91","75
|
|
75","96
|
|
91","93
|
|
88",4,5,5,3,6,4,5,2,2,5,2,5,2,6,5,3,4,4,5,4,2,2,4,5,Strongly agree,5 - Very religious,Strongly disagree,Strongly agree,Very strongly agree,Strongly disagree,Slightly disagree,Somewhat agree,Completed university,5,2,4,14,52,,Coffee,66,648a18701640913de29ef479,8
2023-06-27 10:36:45,2023-06-27 10:50:22,IP Address,100,817,True,2023-06-27 10:50:24,R_bxXsRcUZfNEI40N,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63db74b49b4a80525a557a61,6 - Somewhat favour,7 - Strongly favour,1 - Strongly oppose,3 - Slightly oppose,6 - Somewhat favour,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85","91
|
|
28","63
|
|
94","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","93
|
|
98","75
|
|
85","93
|
|
93","89
|
|
81","88
|
|
93","69
|
|
81","93
|
|
93","100
|
|
50",6,6,Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very accurate (7),2,4,5,5,Very inaccurate (1),Very accurate (7),6,6,2,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Strongly agree,5 - Very religious,Very strongly agree,Somewhat agree,Strongly agree,Slightly disagree,Somewhat disagree,Strongly agree,High School,6,2,Strongly agree (7),51,52,,Tea with fried egg and bread,23,63db74b49b4a80525a557a61,8
2023-06-27 10:43:24,2023-06-27 10:50:35,IP Address,100,430,True,2023-06-27 10:50:36,R_29jfFkY3yn9jjVi,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5ca3ccae7958d0001689df68,5 - Slightly favour,4 - Neutral,4 - Neutral,6 - Somewhat favour,3 - Slightly oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","100
|
|
50","85
|
|
85","93
|
|
63","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","90
|
|
100",4,5,5,3,Very accurate (7),2,4,3,2,4,2,3,Very inaccurate (1),3,4,4,2,3,5,5,2,4,2,5,Strongly disagree,1 - Not at all religious,Slightly agree,Slightly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Slightly agree,Completed university,6,2,5,50,52,,"I had coffee for breakfast ",30,5ca3ccae7958d0001689df68,8
2023-06-27 10:44:37,2023-06-27 10:50:51,IP Address,100,374,True,2023-06-27 10:50:52,R_2qkNyphCFpSH6g3,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62fb84322433c8d7e890a145,4 - Neutral,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,4 - Neutral,3 - Slightly oppose,4 - Neutral,7 - Strongly favour,"85
|
|
68",100||50,"85
|
|
85","72
|
|
47","75
|
|
75","93
|
|
68","74
|
|
94","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","81
|
|
94","81
|
|
69","93
|
|
93","91
|
|
94",Very inaccurate (1),4,2,6,6,2,Very accurate (7),4,4,4,5,Very inaccurate (1),Very inaccurate (1),6,3,6,Very inaccurate (1),2,3,2,2,3,Very inaccurate (1),2,Strongly agree,3,Very strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Slightly disagree,Somewhat agree,Diploma / other professional certificate,3,Strongly disagree (1),6,88,52,,sausage sandwich,22,62fb84322433c8d7e890a145,8
2023-06-27 10:38:03,2023-06-27 10:51:02,IP Address,100,779,True,2023-06-27 10:51:03,R_2dgoXVqsDxvXQKZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f4c4b277200c9868db9d43f,4 - Neutral,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,5 - Slightly favour,7 - Strongly favour,"85
|
|
50",100||50,"85
|
|
85","63
|
|
68","100
|
|
50","91
|
|
72","93
|
|
63","95
|
|
95","100
|
|
70","99
|
|
74","100
|
|
70","100
|
|
90","75
|
|
75","100
|
|
90","94
|
|
81",Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,Very accurate (7),4,5,Very inaccurate (1),Very inaccurate (1),5,4,4,Very inaccurate (1),Very accurate (7),2,5,Very inaccurate (1),3,6,Very inaccurate (1),Very inaccurate (1),6,4,5,Strongly agree,4,Neither agree nor disagree,Very strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,High School,2,Strongly disagree (1),Strongly agree (7),59,52,,I had eggs to eat.,30,5f4c4b277200c9868db9d43f,8
