StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,Consent6,ProlificID,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast,PROLIFIC_PID,counter
2022-12-05 08:48:11,2022-12-05 08:53:06,IP Address,100,294,True,2022-12-05 08:53:06,R_YPqNclGLkJPiRhf,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,58660808db3e720001e228d9,4 - Neutral,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,2 - Somewhat oppose,4 - Neutral,6 - Somewhat favour,,,,,,,,,,,,,,,,5,5,4,Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),2,Very inaccurate (1),6,2,Very inaccurate (1),Very inaccurate (1),3,Very accurate (7),2,4,Very inaccurate (1),5,2,2,Very accurate (7),6,Very inaccurate (1),Somewhat disagree,4,Strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Very strongly disagree,Masters degree,9,Strongly disagree (1),6,88,52,,eggs,58660808db3e720001e228d9,7
2022-12-05 08:49:01,2022-12-05 08:53:19,IP Address,100,258,True,2022-12-05 08:53:19,R_2tu3YwsksVNp897,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d445f038dd58b001afdeb32,3 - Slightly oppose,3 - Slightly oppose,5 - Slightly favour,5 - Slightly favour,3 - Slightly oppose,3 - Slightly oppose,5 - Slightly favour,5 - Slightly favour,,,,,,,,,,,,,,,,3,5,5,3,4,4,5,4,4,5,4,4,4,4,5,5,5,3,6,3,4,5,4,5,Strongly disagree,1 - Not at all religious,Slightly agree,Slightly disagree,Very strongly disagree,Very strongly agree,Slightly agree,Slightly agree,Completed university,7,2,5,43,52,,porridge with brown sugar!,5d445f038dd58b001afdeb32,7
2022-12-05 08:48:03,2022-12-05 08:53:23,IP Address,100,320,True,2022-12-05 08:53:23,R_1pYyyCvNY8daD22,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5ac8a695e1099600016aaae4,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,"85
|
|
15",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",3,3,Very accurate (7),4,3,5,4,Very accurate (7),3,6,Very inaccurate (1),5,3,2,6,2,5,5,4,6,4,Very inaccurate (1),4,5,Strongly disagree,1 - Not at all religious,,,,,,,Completed university,8,4,2,67,52,,TOAST,5ac8a695e1099600016aaae4,7
2022-12-05 08:48:14,2022-12-05 08:53:38,IP Address,100,323,True,2022-12-05 08:53:38,R_3imsu1RwpJlNv0d,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,571de12713b1b70012be47f6,1 - Strongly oppose,6 - Somewhat favour,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,2,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Very strongly agree,Very strongly agree,High School,3,6,5,65,52,,"I had a cup of coffee, a slice of toast and a yogurt with flax seeds.",571de12713b1b70012be47f6,7
2022-12-05 08:47:35,2022-12-05 08:53:39,IP Address,100,364,True,2022-12-05 08:53:40,R_22DoX2cc1LglySW,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d1e0b068777b50001f52b0e,5 - Slightly favour,2 - Somewhat oppose,4 - Neutral,4 - Neutral,5 - Slightly favour,3 - Slightly oppose,4 - Neutral,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",3,5,6,3,3,2,3,3,2,6,Very inaccurate (1),2,3,5,3,3,2,2,4,4,2,Very inaccurate (1),3,3,Somewhat disagree,2,Slightly agree,Very strongly disagree,Strongly disagree,Very strongly agree,Strongly agree,Neither agree nor disagree,High School,3,Strongly disagree (1),2,49,52,,,5d1e0b068777b50001f52b0e,8
2022-12-05 08:48:52,2022-12-05 08:53:40,IP Address,100,288,True,2022-12-05 08:53:41,R_1rMLs1aXxPO69rJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5efde724d80f81077c0800b9,2 - Somewhat oppose,6 - Somewhat favour,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,5 - Slightly favour,2 - Somewhat oppose,1 - Strongly oppose,,,,,,,,,,,,,,,,5,5,6,2,6,2,2,5,4,5,6,5,2,5,5,6,5,5,4,5,2,5,5,5,Slightly agree,2,Slightly disagree,Somewhat disagree,Very strongly disagree,Very strongly agree,Slightly disagree,Somewhat agree,Completed university,5,4,5,59,52,,oats,5efde724d80f81077c0800b9,7
2022-12-05 08:49:48,2022-12-05 08:53:49,IP Address,100,240,True,2022-12-05 08:53:50,R_31bZtNVePE2D2pP,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62e416f154e4c9e7f39d5cf7,4 - Neutral,4 - Neutral,4 - Neutral,1 - Strongly oppose,2 - Somewhat oppose,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,,,,,,,,,,,,,,,,4,6,5,4,3,3,4,4,4,Very accurate (7),4,6,3,6,4,6,4,Very inaccurate (1),6,4,4,Very inaccurate (1),4,Very inaccurate (1),Strongly agree,4,Slightly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Diploma / other professional certificate,6,4,6,14,52,,Egg sandwich,62e416f154e4c9e7f39d5cf7,7
2022-12-05 08:47:57,2022-12-05 08:53:53,IP Address,100,356,True,2022-12-05 08:53:54,R_2Qoe5cX1yqlt2T4,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f57be602095072bb238a7ab,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,7 - Strongly favour,4 - Neutral,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),5,2,4,4,3,4,2,2,4,Very inaccurate (1),4,2,4,5,Very inaccurate (1),3,4,6,2,3,4,2,4,Strongly disagree,1 - Not at all religious,Strongly agree,Slightly agree,Very strongly disagree,Very strongly agree,Somewhat agree,Slightly disagree,,4,Strongly disagree (1),4,38,52,,nothing yet,5f57be602095072bb238a7ab,7
2022-12-05 08:47:39,2022-12-05 08:53:56,IP Address,100,377,True,2022-12-05 08:53:57,R_1qVc0UpkIAVxOQu,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63483069e7c6931be7b56fe9,,,,,,,,,"85
|
|
85",100||50,"85
|
|
85","76
|
|
36","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","75
|
|
85","95
|
|
85","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","95
|
|
75",5,6,5,2,4,Very inaccurate (1),4,5,3,Very accurate (7),2,4,3,2,6,Very inaccurate (1),6,6,5,5,4,4,5,2,Somewhat agree,5 - Very religious,Strongly agree,Somewhat agree,Very strongly agree,Strongly disagree,Very strongly disagree,Somewhat agree,Masters degree,8,2,2,33,52,,Cereal,63483069e7c6931be7b56fe9,7
2022-12-05 08:48:42,2022-12-05 08:54:00,IP Address,100,317,True,2022-12-05 08:54:00,R_2at7LZ9iksuqQKz,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5cd96f8362a9dc0019cf4f67,6 - Somewhat favour,6 - Somewhat favour,5 - Slightly favour,6 - Somewhat favour,4 - Neutral,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","93
|
|
88",3,4,3,3,5,2,4,5,4,4,5,5,3,3,4,4,3,2,5,4,4,4,5,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Slightly disagree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Slightly disagree,Strongly agree,Masters degree,3,5,3,73,,,milkshake,5cd96f8362a9dc0019cf4f67,8
2022-12-05 08:48:50,2022-12-05 08:54:04,IP Address,100,313,True,2022-12-05 08:54:05,R_C9ba0dG3hpmFDOh,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,632881c9c9d70f9b68301367,5 - Slightly favour,3 - Slightly oppose,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,1 - Not at all religious,Slightly agree,Slightly disagree,Very strongly disagree,Very strongly agree,Slightly disagree,Somewhat agree,Diploma / other professional certificate,6,Strongly disagree (1),5,50,52,,Croissant,632881c9c9d70f9b68301367,7
2022-12-05 08:48:47,2022-12-05 08:54:08,IP Address,100,321,True,2022-12-05 08:54:09,R_2ysxRjM2gbxpBdC,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,615f338fdbb7744db42e0f7f,2 - Somewhat oppose,4 - Neutral,6 - Somewhat favour,4 - Neutral,4 - Neutral,2 - Somewhat oppose,4 - Neutral,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","94
|
|
56","93
|
|
68","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","99
|
|
56",4,4,2,5,3,4,4,3,5,4,4,6,5,6,3,3,3,2,3,3,2,3,5,Very accurate (7),Somewhat disagree,2,Slightly agree,Strongly disagree,Very strongly disagree,Strongly agree,Slightly agree,Somewhat disagree,Masters degree,6,6,4,37,52,,,615f338fdbb7744db42e0f7f,8
2022-12-05 08:48:30,2022-12-05 08:54:09,IP Address,100,339,True,2022-12-05 08:54:10,R_1JKhSAIj5bxMXoZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60e18fc810d0837bef0f5873,,,,,,,,,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,Very accurate (7),6,Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,2,Very inaccurate (1),3,Very inaccurate (1),4,Very inaccurate (1),Very accurate (7),6,Very inaccurate (1),2,2,3,Very inaccurate (1),Very inaccurate (1),2,Very inaccurate (1),4,Strongly disagree,1 - Not at all religious,Slightly agree,Strongly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Completed university,4,Strongly disagree (1),Strongly agree (7),61,52,,"Nothing ",60e18fc810d0837bef0f5873,7
2022-12-05 08:48:13,2022-12-05 08:54:22,IP Address,100,368,True,2022-12-05 08:54:22,R_11gXw87Qs3iKP66,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5eb2dfd7b9a7c108fbeecc24,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","100
|
|
90","91
|
|
94",,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,3,Slightly agree,Strongly disagree,Very strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Masters degree,7,6,6,23,40,52,Bagel and coffee,5eb2dfd7b9a7c108fbeecc24,7
2022-12-05 08:48:14,2022-12-05 08:54:28,IP Address,100,373,True,2022-12-05 08:54:28,R_2t3TZJ146ZZlON1,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5bf077098500d800010a99e0,,,,,,,,,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","95
|
|
85","85
|
|
85","94
|
|
91","75
|
|
75","96
|
|
91","93
|
|
88",4,6,6,2,4,4,3,4,3,6,2,5,4,4,5,3,2,4,3,3,4,Very inaccurate (1),5,5,Strongly disagree,1 - Not at all religious,Neither agree nor disagree,Slightly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Slightly agree,Completed university,5,4,4,51,52,,weetabix and cup of tea,5bf077098500d800010a99e0,7
2022-12-05 08:48:45,2022-12-05 08:54:43,IP Address,100,357,True,2022-12-05 08:54:43,R_302Gj2AN9KmtztF,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,594ea461c6a70f00010aaa8d,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","95
|
|
95","100
|
|
70","93
|
|
93","100
|
|
70","100
|
|
90","75
|
|
75","100
|
|
90","94
|
|
81",Very inaccurate (1),6,5,5,4,2,6,2,4,6,3,2,2,6,3,5,3,2,5,2,3,2,2,3,Somewhat agree,3,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,,7,2,4,50,52,,porridge,594ea461c6a70f00010aaa8d,7
2022-12-05 08:48:17,2022-12-05 08:54:43,IP Address,100,386,True,2022-12-05 08:54:44,R_1QbbMLWxMpQ3mgF,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5ece8a3c088813259ffc1e0f,7 - Strongly favour,5 - Slightly favour,7 - Strongly favour,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),2,2,4,4,4,5,5,5,Very accurate (7),4,4,4,2,Very inaccurate (1),Very accurate (7),2,Very inaccurate (1),6,5,6,2,Very inaccurate (1),4,Neutral,2,Slightly disagree,Somewhat agree,Very strongly disagree,Somewhat agree,Strongly disagree,Very strongly agree,Completed university,,,,21,52,,nothing,5ece8a3c088813259ffc1e0f,7
2022-12-05 08:48:17,2022-12-05 08:54:45,IP Address,100,387,True,2022-12-05 08:54:45,R_2tyrM1ZAd6obTkp,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5fc67e7a8afba32fc5da37b6,3 - Slightly oppose,1 - Strongly oppose,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,2 - Somewhat oppose,5 - Slightly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","95
|
|
85","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",5,6,3,2,3,2,2,3,4,5,3,2,4,6,6,3,4,5,2,2,5,2,5,5,Strongly disagree,1 - Not at all religious,Slightly agree,Slightly agree,Strongly disagree,Strongly agree,Very strongly disagree,Strongly agree,High School,7,2,6,48,,,cereal,5fc67e7a8afba32fc5da37b6,8
2022-12-05 08:48:03,2022-12-05 08:54:45,IP Address,100,401,True,2022-12-05 08:54:45,R_s6FayTuW9bkal9L,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62d74d71b0066f8989cf9508,2 - Somewhat oppose,5 - Slightly favour,7 - Strongly favour,6 - Somewhat favour,5 - Slightly favour,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,,,,,,,,,,,,,,,,Very accurate (7),Very accurate (7),Very inaccurate (1),4,6,Very accurate (7),2,Very inaccurate (1),2,5,6,Very accurate (7),2,Very accurate (7),3,4,6,Very inaccurate (1),2,Very inaccurate (1),2,6,Very accurate (7),Very accurate (7),Somewhat agree,3,Very strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Very strongly disagree,High School,2,Strongly agree (7),5,17,52,,porridge,62d74d71b0066f8989cf9508,7
2022-12-05 08:48:16,2022-12-05 08:54:45,IP Address,100,389,True,2022-12-05 08:54:45,R_2uD948gzsk5ydrB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6060b2cead1daacd69adb31f,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,4 - Neutral,4 - Neutral,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very accurate (7),Very accurate (7),4,4,Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),5,5,Very inaccurate (1),Very inaccurate (1),Very accurate (7),4,Very inaccurate (1),4,Very inaccurate (1),2,Very inaccurate (1),Very inaccurate (1),5,Very accurate (7),2,Strongly disagree,1 - Not at all religious,Slightly agree,Slightly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Masters degree,7,Strongly disagree (1),Strongly agree (7),,52,,coffee,6060b2cead1daacd69adb31f,7
2022-12-05 08:48:52,2022-12-05 08:54:50,IP Address,100,357,True,2022-12-05 08:54:50,R_22mPuaXvFeGsNpt,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c921106b788a2000170709f,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","75
|
|
85","90
|
|
100","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",Very inaccurate (1),Very accurate (7),2,3,4,3,6,2,4,5,5,2,5,5,2,Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very accurate (7),5,4,Very inaccurate (1),4,,,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Slightly agree,Neither agree nor disagree,High School,6,5,Strongly agree (7),39,52,,Coffee,5c921106b788a2000170709f,7
2022-12-05 08:48:42,2022-12-05 08:54:59,IP Address,100,376,True,2022-12-05 08:54:59,R_2uyvW22EaOgWe7Q,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5bbd1d04df2fb80001733d30,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","91
|
|
94",4,Very accurate (7),6,2,4,Very inaccurate (1),2,Very inaccurate (1),3,6,Very inaccurate (1),4,Very inaccurate (1),Very accurate (7),5,2,6,4,Very inaccurate (1),Very inaccurate (1),6,2,5,4,Somewhat agree,2,,,,,,,High School,7,Strongly disagree (1),Strongly agree (7),48,52,,"nothing yet ",5bbd1d04df2fb80001733d30,7
2022-12-05 08:49:05,2022-12-05 08:54:59,IP Address,100,354,True,2022-12-05 08:55:00,R_3MMOD5N4fMZgoWq,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e2872fffcdb020467d12799,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,,,,,,,,,,,,,,,,2,4,3,Very inaccurate (1),3,Very inaccurate (1),2,3,2,3,4,Very inaccurate (1),2,2,Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),3,2,Very inaccurate (1),5,5,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Very strongly disagree,Completed university,4,5,Strongly agree (7),15,52,,EGG ON TOAST,5e2872fffcdb020467d12799,7
2022-12-05 08:47:51,2022-12-05 08:55:04,IP Address,100,432,True,2022-12-05 08:55:04,R_3RrYUlRqEElkFBa,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,56abcb46f209e0000adab961,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","100
|
|
90","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","93
|
|
88",Very inaccurate (1),3,Very inaccurate (1),2,Very inaccurate (1),Very inaccurate (1),6,5,4,4,6,4,6,2,2,3,Very inaccurate (1),Very inaccurate (1),Very accurate (7),6,2,Very accurate (7),Very inaccurate (1),2,Strongly disagree,1 - Not at all religious,Somewhat agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Completed university,5,4,Strongly agree (7),16,52,,,56abcb46f209e0000adab961,8
2022-12-05 08:48:43,2022-12-05 08:55:16,IP Address,100,392,True,2022-12-05 08:55:16,R_r0cC203hBEw30bL,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5bf571c7d944c300012629cf,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","90
|
|
100",3,6,3,4,5,2,2,2,4,4,5,4,2,6,6,5,3,4,2,2,4,6,6,4,Strongly disagree,1 - Not at all religious,Neither agree nor disagree,Somewhat disagree,Very strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,High School,4,5,5,46,,,toast,5bf571c7d944c300012629cf,8
2022-12-05 08:48:56,2022-12-05 08:55:20,IP Address,100,383,True,2022-12-05 08:55:20,R_1hyhpO3wDM4hKN4,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5999d56f05a0e30001f1ffc3,1 - Strongly oppose,1 - Strongly oppose,5 - Slightly favour,6 - Somewhat favour,3 - Slightly oppose,2 - Somewhat oppose,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","93
|
|
88",2,5,6,4,5,Very inaccurate (1),4,3,2,6,2,Very inaccurate (1),3,6,5,6,4,Very inaccurate (1),Very accurate (7),3,4,Very inaccurate (1),4,Very inaccurate (1),Somewhat disagree,1 - Not at all religious,Neither agree nor disagree,Somewhat agree,Very strongly disagree,Very strongly agree,Somewhat disagree,Somewhat agree,Completed university,,,,41,52,,porridge,5999d56f05a0e30001f1ffc3,7
2022-12-05 08:49:16,2022-12-05 08:55:21,IP Address,100,364,True,2022-12-05 08:55:21,R_3CQn7TayPDgxy7O,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e272bd90e144395de81dd53,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","98
|
|
93","81
|
|
81","94
|
|
89","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","91
|
|
94",,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,1 - Not at all religious,Slightly agree,Somewhat disagree,Very strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,High School,4,2,5,43,52,,corn flakes,5e272bd90e144395de81dd53,7
2022-12-05 08:48:49,2022-12-05 08:55:27,IP Address,100,397,True,2022-12-05 08:55:27,R_1CfDxXoKD3t42IF,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,587b38ec3962c30001276c81,,,,,,,,,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","100
|
|
50","96
|
|
59","93
|
|
63","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,6,4,3,5,2,4,Very inaccurate (1),4,5,4,2,2,6,4,Very inaccurate (1),3,Very inaccurate (1),Very accurate (7),3,2,2,2,Very inaccurate (1),Somewhat agree,3,Very strongly disagree,Strongly agree,Neither agree nor disagree,Very strongly agree,Very strongly disagree,Very strongly agree,Completed university,4,4,4,68,52,,I have not eaten yet,587b38ec3962c30001276c81,7
