ID,ProlificApprovals,FluentLanguages,Age,Gender,Ethnicity,CountryBirth,CountryResidence,Nationality,Language,Student,Employment,StartDate_Part1,EndDate_Part1,Progress_Part1,DurationSeconds_Part1,Finished_Part1,RecordedDate_Part1,Consent1_Part1,Consent2_Part1,Consent3_Part1,Consent4_Part1,Consent5_Part1,Consent6_Part1,Consent7_Part1,NoDI1_Comp,NoDI1_TryAgain,NoDI1_Take,NoDI1_Nothing,NoDI2_Comp,NoDI2_TryAgain,NoDI2_Take,NoDI2_Nothing,NoDI3_Comp,NoDI3_TryAgain,NoDI3_Take,NoDI3_Nothing,NoDI4_Comp,NoDI4_TryAgain,NoDI4_Take,NoDI4_Nothing,DI_Comp,DI_TryAgain,DI_Take,DI_Nothing,3PP_Comp,3PP_TryAgain,3PP_Take,3PP_Nothing,DaysWeek,DaysWeek_TryAgain,P2_Decision,Explain,SelfRate_1,SelfRate_2,SelfRate_3,SelfRate_4,SelfRate_5,SelfRate_6,SelfRate_7,SelfRate_8,SelfRate_9,SelfRate_10,SelfRate_11,DecisionConsequences,DecisionConsequences_Text,StartDate_Part2,EndDate_Part2,Progress_Part2,DurationSeconds_Part2,Finished_Part2,RecordedDate_Part2,Consent1_Part2,Consent2_Part2,Consent3_Part2,Consent4_Part2,Consent5_Part2,Consent6_Part2,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast
314,1718,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2022-11-28T08:57:34Z,2022-11-28T09:07:43Z,100,608,TRUE,2022-11-28T09:07:43Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £1.30, Player 1 would have £0.50, Player 2 would have £0.60",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,I did not want to be greedy and wanted an even distribution of bonus.  I did not feel it right to take another persons bonus.,0,0,2,100,52,50,0,0,100,0,0,Yes,NA,2022-12-05T08:48:00Z,2022-12-05T08:55:00Z,100,383,TRUE,2022-12-05T08:55:00Z,Yes,Yes,Yes,Yes,Yes,Yes,1 - Strongly oppose,1 - Strongly oppose,5 - Slightly favour,6 - Somewhat favour,3 - Slightly oppose,2 - Somewhat oppose,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","93
|
|
88",2,5,6,4,5,Very inaccurate (1),4,3,2,6,2,Very inaccurate (1),3,6,5,6,4,Very inaccurate (1),Very accurate (7),3,4,Very inaccurate (1),4,Very inaccurate (1),Somewhat disagree,1 - Not at all religious,Neither agree nor disagree,Somewhat agree,Very strongly disagree,Very strongly agree,Somewhat disagree,Somewhat agree,Completed university,5,5,5,41,52,NA,porridge
315,1020,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,NA,Full-Time,2022-11-28T08:57:55Z,2022-11-28T09:07:52Z,100,596,TRUE,2022-11-28T09:07:52Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,not to lose bonus,32,61,83,51,74,25,0,1,23,83,55,Yes,NA,2022-12-09T08:28:00Z,2022-12-09T08:35:00Z,100,425,TRUE,2022-12-09T08:35:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","81
|
|
69","94
|
|
63","89
|
|
69","95
|
|
95","81
|
|
81","95
|
|
85","85
|
|
85","94
|
|
91","81
|
|
69","93
|
|
93","93
|
|
88",2,2,3,3,5,2,6,5,2,5,2,4,2,2,5,2,3,2,5,6,4,2,Very inaccurate (1),3,Slightly agree,1 - Not at all religious,Somewhat agree,Strongly disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Slightly disagree,Completed university,5,6,5,35,52,NA,tea
316,1142,English,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T08:53:21Z,2022-11-28T09:07:52Z,100,870,TRUE,2022-11-28T09:07:52Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,I just can't see the point in reducing my bonus to further reduce some one elses - I prefer things to be even if possible,1,39,18,73,0,1,0,0,74,22,0,NA,NA,2022-12-05T12:33:00Z,2022-12-05T12:44:00Z,100,698,TRUE,2022-12-05T12:44:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,6 - Somewhat favour,3 - Slightly oppose,4 - Neutral,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","85
|
|
75","100
|
|
90","100
|
|
70","95
|
|
85","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","95
|
|
75",4,6,6,2,5,Very inaccurate (1),3,2,3,5,Very inaccurate (1),Very inaccurate (1),3,6,6,2,5,3,3,Very inaccurate (1),2,3,Very accurate (7),5,Somewhat disagree,3,Slightly disagree,Strongly disagree,Very strongly disagree,Very strongly agree,Slightly agree,Slightly agree,Completed university,7,2,6,63,52,NA,Monster Puffs
317,167,"Chinese, English, Cantonese",26,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T08:57:26Z,2022-11-28T09:07:52Z,100,626,TRUE,2022-11-28T09:07:53Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,My main motivation for making the decision within the games was seeing how much bonus I was taking that would have affect on the other end of the player.,0,100,100,100,100,100,0,0,100,100,82,Yes,NA,2022-12-05T13:01:00Z,2022-12-05T13:08:00Z,100,428,TRUE,2022-12-05T13:08:00Z,Yes,Yes,Yes,Yes,Yes,Yes,7 - Strongly favour,7 - Strongly favour,5 - Slightly favour,7 - Strongly favour,5 - Slightly favour,3 - Slightly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",5,5,Very accurate (7),6,5,5,3,6,4,5,Very inaccurate (1),5,3,6,5,5,5,5,5,Very accurate (7),5,Very inaccurate (1),5,5,Slightly agree,3,Slightly agree,Very strongly agree,Somewhat agree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Completed university,7,5,3,80,52,NA,Sandwich
318,909,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,2022-11-28T08:48:22Z,2022-11-28T09:07:57Z,100,1175,TRUE,2022-11-28T09:07:58Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,"If they took money from me and it made it even or fairer, then I was fine with that. It was different when a player could take money from a player and I still had £1 - but I wasn't helping to take money from the one that took, as it didn't give the money back to that player. It would cost me to punish them, but not help the victim. When it came to me taking money, I didn't' want to risk retaliation, so I didn't take their money.
Each time, it seemed to cost money to punish, but that money never helped the one it was took from, so it didn't seem worth it.",4,4,57,72,62,43,0,0,100,48,4,NA,NA,2022-12-05T20:01:00Z,2022-12-05T20:17:00Z,100,971,TRUE,2022-12-05T20:17:00Z,Yes,Yes,Yes,Yes,Yes,Yes,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",2,6,2,3,5,3,2,3,4,4,4,3,3,5,5,Very accurate (7),4,2,5,2,2,6,2,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Strongly agree,Strongly disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Strongly disagree,PhD or equivalent,5,2,Strongly agree (7),4,52,NA,Yoghurt
319,877,English,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,2022-11-28T08:54:58Z,2022-11-28T09:08:03Z,100,785,TRUE,2022-11-28T09:08:04Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.00",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,taking nothing off player that already had less,0,65,77,92,0,0,0,0,41,73,0,Yes,NA,2022-12-05T08:47:00Z,2022-12-05T08:53:00Z,100,356,TRUE,2022-12-05T08:53:00Z,Yes,Yes,Yes,Yes,Yes,Yes,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,7 - Strongly favour,4 - Neutral,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),5,2,4,4,3,4,2,2,4,Very inaccurate (1),4,2,4,5,Very inaccurate (1),3,4,6,2,3,4,2,4,Strongly disagree,1 - Not at all religious,Strongly agree,Slightly agree,Very strongly disagree,Very strongly agree,Somewhat agree,Slightly disagree,High School,4,Strongly disagree (1),4,38,52,NA,nothing yet
320,1430,English,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T08:51:34Z,2022-11-28T09:08:14Z,100,999,TRUE,2022-11-28T09:08:14Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,I tried to play so that we both got as near as possible the same bonus.,5,71,100,100,52,0,0,0,69,12,3,NA,NA,2022-12-05T09:12:00Z,2022-12-05T09:19:00Z,100,405,TRUE,2022-12-05T09:19:00Z,Yes,Yes,Yes,Yes,Yes,Yes,3 - Slightly oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),4,2,4,2,3,5,3,5,6,3,3,5,3,3,5,2,2,6,5,6,4,2,2,Somewhat disagree,2,Somewhat disagree,Slightly agree,Strongly disagree,Very strongly agree,Neither agree nor disagree,Somewhat agree,High School,3,2,5,50,52,NA,cereal
321,1940,English,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T08:54:23Z,2022-11-28T09:08:16Z,100,832,TRUE,2022-11-28T09:08:16Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,"I didn't see any point in paying money from my bonus to reduce the other players bonus, so just decided to stick with what I'd been dealt.",5,4,5,10,6,4,6,5,94,5,5,NA,NA,2022-12-05T08:50:00Z,2022-12-05T08:57:00Z,100,469,TRUE,2022-12-05T08:57:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"81
|
|
87","63
|
|
68","75
|
|
75","85
|
|
85","85
|
|
75","98
|
|
93","81
|
|
81","95
|
|
85","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),5,6,3,3,2,6,2,3,Very accurate (7),2,Very inaccurate (1),2,3,6,3,4,3,Very accurate (7),3,6,2,Very inaccurate (1),3,Strongly agree,1 - Not at all religious,Somewhat agree,Slightly disagree,Slightly agree,Very strongly agree,Strongly agree,Slightly disagree,Completed university,4,4,5,10,52,NA,"Cereal, toast, an apple and tea."
322,196,English,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T08:52:15Z,2022-11-28T09:08:17Z,100,961,TRUE,2022-11-28T09:08:17Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,"Generally whether it was fair. So if the player took money from my bonus that then left us with an equal amount, I didn't want to pay to reduce theirs in retribution. It was only if I felt the player was being selfish that I chose to pay.",100,0,68,100,100,100,0,0,15,8,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,419,English,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T09:00:06Z,2022-11-28T09:08:20Z,100,493,TRUE,2022-11-28T09:08:20Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,Primarily i wouldnt take and didnt in all of the scenarios. in scenario 7 i felt the bonus was a big enough percentage to take,1,43,16,54,60,4,15,10,97,57,8,No,NA,2022-12-05T14:53:00Z,2022-12-05T15:00:00Z,100,391,TRUE,2022-12-05T15:00:00Z,Yes,Yes,Yes,Yes,Yes,Yes,5 - Slightly favour,2 - Somewhat oppose,7 - Strongly favour,4 - Neutral,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"72
|
|
91","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","100
|
|
70","95
|
|
85","85
|
|
85","94
|
|
91","75
|
|
75","96
|
|
91","93
|
|
88",3,6,4,2,4,4,4,5,4,6,5,5,3,5,5,2,Very inaccurate (1),3,2,4,3,2,4,5,Somewhat agree,2,Neither agree nor disagree,Somewhat disagree,Very strongly disagree,Very strongly agree,Strongly agree,Strongly agree,High School,5,2,5,50,52,NA,Toast
